,mean,sd,hdi_3%,hdi_97%
"beta_protocol[tox21-shh-3t3-gli3-antagonist-p1, beta_33]",0.902,0.155,0.621,1.183
"beta_protocol[tox21-shh-3t3-gli3-antagonist-p1, beta_34]",-0.913,0.143,-1.156,-0.65
"beta_protocol[tox21-shh-3t3-gli3-antagonist-p1, beta_35]",-0.101,0.079,-0.239,0.054
"beta_protocol[tox21-shh-3t3-gli3-antagonist-p1, beta_36]",-0.316,0.068,-0.448,-0.197
"beta_protocol[tox21-shh-3t3-gli3-antagonist-p1, beta_37]",-0.838,0.081,-1.001,-0.689
"beta_protocol[tox21-shh-3t3-gli3-antagonist-p1, beta_38]",0.137,0.062,0.02,0.253
"beta_protocol[tox21-shh-3t3-gli3-antagonist-p1, beta_39]",0.742,0.123,0.494,0.96
"beta_protocol[tox21-rxr-bla-agonist-p1, beta_0]",0.999,0.517,0.291,1.977
"beta_protocol[tox21-rxr-bla-agonist-p1, beta_1]",-0.637,0.31,-1.226,-0.214
"beta_protocol[tox21-rxr-bla-agonist-p1, beta_2]",-0.879,0.503,-1.826,-0.166
"beta_protocol[tox21-rxr-bla-agonist-p1, beta_3]",-0.673,0.29,-1.24,-0.276
"beta_protocol[tox21-rxr-bla-agonist-p1, beta_4]",-0.344,0.07,-0.464,-0.221
"beta_protocol[tox21-rxr-bla-agonist-p1, beta_5]",0.151,0.099,-0.022,0.334
"beta_protocol[tox21-rxr-bla-agonist-p1, beta_6]",0.116,0.1,-0.069,0.305
"beta_protocol[tox21-rxr-bla-agonist-p1, beta_7]",-0.319,0.087,-0.487,-0.17
"beta_protocol[tox21-rxr-bla-agonist-p1, beta_8]",-0.107,0.058,-0.203,0.005
"beta_protocol[tox21-rxr-bla-agonist-p1, beta_9]",0.685,0.157,0.403,1.009
"beta_protocol[tox21-rxr-bla-agonist-p1, beta_10]",-0.002,0.066,-0.125,0.121
"beta_protocol[tox21-rxr-bla-agonist-p1, beta_11]",-0.108,0.083,-0.258,0.057
"beta_protocol[tox21-rxr-bla-agonist-p1, beta_12]",1.03,0.189,0.688,1.388
"beta_protocol[tox21-rxr-bla-agonist-p1, beta_13]",-0.248,0.087,-0.428,-0.1
"beta_protocol[tox21-rxr-bla-agonist-p1, beta_14]",0.661,0.113,0.46,0.876
"beta_protocol[tox21-rxr-bla-agonist-p1, beta_15]",0.568,0.081,0.416,0.73
"beta_protocol[tox21-rxr-bla-agonist-p1, beta_16]",0.486,0.069,0.366,0.627
"beta_protocol[tox21-rxr-bla-agonist-p1, beta_17]",0.191,0.151,-0.108,0.495
"beta_protocol[tox21-rxr-bla-agonist-p1, beta_18]",-0.375,0.066,-0.497,-0.26
"beta_protocol[tox21-rxr-bla-agonist-p1, beta_19]",0.444,0.066,0.321,0.566
"beta_protocol[tox21-rxr-bla-agonist-p1, beta_20]",-0.352,0.071,-0.489,-0.23
"beta_protocol[tox21-rxr-bla-agonist-p1, beta_21]",-0.719,0.096,-0.883,-0.536
"beta_protocol[tox21-rxr-bla-agonist-p1, beta_22]",-0.406,0.155,-0.671,-0.147
"beta_protocol[tox21-rxr-bla-agonist-p1, beta_23]",0.057,0.126,-0.178,0.29
"beta_protocol[tox21-rxr-bla-agonist-p1, beta_24]",-0.208,0.066,-0.344,-0.089
"beta_protocol[tox21-rxr-bla-agonist-p1, beta_25]",0.409,0.064,0.296,0.531
"beta_protocol[tox21-rxr-bla-agonist-p1, beta_26]",0.388,0.08,0.242,0.535
"beta_protocol[tox21-rxr-bla-agonist-p1, beta_27]",0.424,0.105,0.217,0.605
"beta_protocol[tox21-rxr-bla-agonist-p1, beta_28]",0.235,0.066,0.12,0.363
"beta_protocol[tox21-rxr-bla-agonist-p1, beta_29]",0.296,0.104,0.107,0.483
"beta_protocol[tox21-rxr-bla-agonist-p1, beta_30]",0.237,0.065,0.119,0.363
"beta_protocol[tox21-rxr-bla-agonist-p1, beta_31]",-0.459,0.075,-0.602,-0.323
"beta_protocol[tox21-rxr-bla-agonist-p1, beta_32]",-0.382,0.08,-0.524,-0.229
"beta_protocol[tox21-rxr-bla-agonist-p1, beta_33]",0.349,0.146,0.062,0.612
"beta_protocol[tox21-rxr-bla-agonist-p1, beta_34]",-0.933,0.128,-1.161,-0.681
"beta_protocol[tox21-rxr-bla-agonist-p1, beta_35]",0.02,0.091,-0.144,0.193
"beta_protocol[tox21-rxr-bla-agonist-p1, beta_36]",-0.408,0.075,-0.549,-0.271
"beta_protocol[tox21-rxr-bla-agonist-p1, beta_37]",-0.835,0.088,-1.004,-0.664
"beta_protocol[tox21-rxr-bla-agonist-p1, beta_38]",0.138,0.064,0.01,0.247
"beta_protocol[tox21-rxr-bla-agonist-p1, beta_39]",0.254,0.115,0.036,0.465
"beta_protocol[tox21-pr-bla-antagonist-p1, beta_0]",1.019,0.506,0.352,2.021
"beta_protocol[tox21-pr-bla-antagonist-p1, beta_1]",-0.66,0.324,-1.314,-0.24
"beta_protocol[tox21-pr-bla-antagonist-p1, beta_2]",-0.783,0.496,-1.778,-0.113
"beta_protocol[tox21-pr-bla-antagonist-p1, beta_3]",-0.692,0.291,-1.248,-0.304
"beta_protocol[tox21-pr-bla-antagonist-p1, beta_4]",-0.325,0.065,-0.431,-0.212
"beta_protocol[tox21-pr-bla-antagonist-p1, beta_5]",0.154,0.092,0.001,0.321
"beta_protocol[tox21-pr-bla-antagonist-p1, beta_6]",0.234,0.104,0.044,0.426
"beta_protocol[tox21-pr-bla-antagonist-p1, beta_7]",-0.303,0.081,-0.465,-0.148
"beta_protocol[tox21-pr-bla-antagonist-p1, beta_8]",-0.138,0.055,-0.232,-0.034
"beta_protocol[tox21-pr-bla-antagonist-p1, beta_9]",0.63,0.137,0.38,0.893
"beta_protocol[tox21-pr-bla-antagonist-p1, beta_10]",0.016,0.068,-0.121,0.13
"beta_protocol[tox21-pr-bla-antagonist-p1, beta_11]",-0.1,0.083,-0.256,0.067
"beta_protocol[tox21-pr-bla-antagonist-p1, beta_12]",0.517,0.159,0.214,0.827
"beta_protocol[tox21-pr-bla-antagonist-p1, beta_13]",-0.19,0.08,-0.326,-0.04
"beta_protocol[tox21-pr-bla-antagonist-p1, beta_14]",0.667,0.104,0.471,0.861
"beta_protocol[tox21-pr-bla-antagonist-p1, beta_15]",0.625,0.083,0.49,0.815
"beta_protocol[tox21-pr-bla-antagonist-p1, beta_16]",0.571,0.078,0.424,0.717
"beta_protocol[tox21-pr-bla-antagonist-p1, beta_17]",0.04,0.129,-0.187,0.281
"beta_protocol[tox21-pr-bla-antagonist-p1, beta_18]",-0.305,0.062,-0.412,-0.184
"beta_protocol[tox21-pr-bla-antagonist-p1, beta_19]",0.425,0.062,0.311,0.541
"beta_protocol[tox21-pr-bla-antagonist-p1, beta_20]",-0.37,0.077,-0.53,-0.243
"beta_protocol[tox21-pr-bla-antagonist-p1, beta_21]",-0.653,0.091,-0.822,-0.482
"beta_protocol[tox21-pr-bla-antagonist-p1, beta_22]",-0.417,0.155,-0.674,-0.152
"beta_protocol[tox21-pr-bla-antagonist-p1, beta_23]",0.184,0.113,-0.053,0.374
"beta_protocol[tox21-pr-bla-antagonist-p1, beta_24]",-0.229,0.062,-0.36,-0.124
"beta_protocol[tox21-pr-bla-antagonist-p1, beta_25]",0.49,0.077,0.342,0.63
"beta_protocol[tox21-pr-bla-antagonist-p1, beta_26]",0.405,0.067,0.277,0.523
"beta_protocol[tox21-pr-bla-antagonist-p1, beta_27]",0.367,0.092,0.216,0.575
"beta_protocol[tox21-pr-bla-antagonist-p1, beta_28]",0.228,0.06,0.127,0.357
"beta_protocol[tox21-pr-bla-antagonist-p1, beta_29]",0.327,0.091,0.15,0.502
"beta_protocol[tox21-pr-bla-antagonist-p1, beta_30]",0.199,0.062,0.083,0.317
"beta_protocol[tox21-pr-bla-antagonist-p1, beta_31]",-0.388,0.074,-0.523,-0.241
"beta_protocol[tox21-pr-bla-antagonist-p1, beta_32]",-0.35,0.087,-0.508,-0.176
"beta_protocol[tox21-pr-bla-antagonist-p1, beta_33]",0.561,0.17,0.251,0.863
"beta_protocol[tox21-pr-bla-antagonist-p1, beta_34]",-0.934,0.138,-1.188,-0.695
"beta_protocol[tox21-pr-bla-antagonist-p1, beta_35]",-0.047,0.08,-0.206,0.108
"beta_protocol[tox21-pr-bla-antagonist-p1, beta_36]",-0.26,0.068,-0.386,-0.143
"beta_protocol[tox21-pr-bla-antagonist-p1, beta_37]",-0.863,0.091,-1.037,-0.693
"beta_protocol[tox21-pr-bla-antagonist-p1, beta_38]",0.184,0.058,0.077,0.294
"beta_protocol[tox21-pr-bla-antagonist-p1, beta_39]",0.349,0.116,0.127,0.556
"beta_protocol[tox21-ahr-p1, beta_0]",1.017,0.502,0.34,1.999
"beta_protocol[tox21-ahr-p1, beta_1]",-0.67,0.323,-1.276,-0.236
"beta_protocol[tox21-ahr-p1, beta_2]",-0.795,0.499,-1.735,-0.092
"beta_protocol[tox21-ahr-p1, beta_3]",-0.685,0.282,-1.211,-0.297
"beta_protocol[tox21-ahr-p1, beta_4]",-0.328,0.071,-0.45,-0.207
"beta_protocol[tox21-ahr-p1, beta_5]",0.244,0.104,0.059,0.423
"beta_protocol[tox21-ahr-p1, beta_6]",0.128,0.109,-0.068,0.329
"beta_protocol[tox21-ahr-p1, beta_7]",-0.47,0.081,-0.609,-0.303
"beta_protocol[tox21-ahr-p1, beta_8]",-0.217,0.064,-0.35,-0.117
"beta_protocol[tox21-ahr-p1, beta_9]",0.573,0.134,0.329,0.833
"beta_protocol[tox21-ahr-p1, beta_10]",-0.01,0.069,-0.144,0.112
"beta_protocol[tox21-ahr-p1, beta_11]",-0.089,0.089,-0.261,0.078
"beta_protocol[tox21-ahr-p1, beta_12]",0.626,0.171,0.296,0.927
"beta_protocol[tox21-ahr-p1, beta_13]",-0.282,0.112,-0.502,-0.108
"beta_protocol[tox21-ahr-p1, beta_14]",0.419,0.11,0.219,0.622
"beta_protocol[tox21-ahr-p1, beta_15]",0.66,0.089,0.498,0.823
"beta_protocol[tox21-ahr-p1, beta_16]",0.557,0.083,0.415,0.727
"beta_protocol[tox21-ahr-p1, beta_17]",-0.308,0.128,-0.557,-0.07
"beta_protocol[tox21-ahr-p1, beta_18]",-0.308,0.057,-0.402,-0.189
"beta_protocol[tox21-ahr-p1, beta_19]",0.57,0.069,0.441,0.7
"beta_protocol[tox21-ahr-p1, beta_20]",-0.379,0.076,-0.527,-0.253
"beta_protocol[tox21-ahr-p1, beta_21]",-0.689,0.102,-0.877,-0.49
"beta_protocol[tox21-ahr-p1, beta_22]",-0.32,0.129,-0.558,-0.095
"beta_protocol[tox21-ahr-p1, beta_23]",0.179,0.105,-0.017,0.388
"beta_protocol[tox21-ahr-p1, beta_24]",-0.233,0.061,-0.356,-0.121
"beta_protocol[tox21-ahr-p1, beta_25]",0.362,0.069,0.237,0.49
"beta_protocol[tox21-ahr-p1, beta_26]",0.421,0.069,0.286,0.538
"beta_protocol[tox21-ahr-p1, beta_27]",0.362,0.095,0.175,0.531
"beta_protocol[tox21-ahr-p1, beta_28]",0.196,0.058,0.078,0.3
"beta_protocol[tox21-ahr-p1, beta_29]",0.262,0.11,0.055,0.481
"beta_protocol[tox21-ahr-p1, beta_30]",0.162,0.062,0.042,0.278
"beta_protocol[tox21-ahr-p1, beta_31]",-0.485,0.074,-0.612,-0.334
"beta_protocol[tox21-ahr-p1, beta_32]",-0.344,0.079,-0.485,-0.184
"beta_protocol[tox21-ahr-p1, beta_33]",0.913,0.142,0.644,1.176
"beta_protocol[tox21-ahr-p1, beta_34]",-0.923,0.135,-1.148,-0.68
"beta_protocol[tox21-ahr-p1, beta_35]",-0.144,0.082,-0.297,0.001
"beta_protocol[tox21-ahr-p1, beta_36]",-0.463,0.084,-0.625,-0.316
"beta_protocol[tox21-ahr-p1, beta_37]",-0.87,0.084,-1.025,-0.714
"beta_protocol[tox21-ahr-p1, beta_38]",0.134,0.068,-0.007,0.256
"beta_protocol[tox21-ahr-p1, beta_39]",0.542,0.141,0.293,0.799
"beta_protocol[tox21-rt-viability-hepg2-p1, beta_0]",0.97,0.533,0.227,1.992
"beta_protocol[tox21-rt-viability-hepg2-p1, beta_1]",-0.669,0.322,-1.276,-0.239
"beta_protocol[tox21-rt-viability-hepg2-p1, beta_2]",-0.835,0.507,-1.797,-0.12
"beta_protocol[tox21-rt-viability-hepg2-p1, beta_3]",-0.7,0.282,-1.24,-0.314
"beta_protocol[tox21-rt-viability-hepg2-p1, beta_4]",-0.309,0.064,-0.417,-0.183
"beta_protocol[tox21-rt-viability-hepg2-p1, beta_5]",0.15,0.102,-0.025,0.341
"beta_protocol[tox21-rt-viability-hepg2-p1, beta_6]",0.554,0.119,0.344,0.774
"beta_protocol[tox21-rt-viability-hepg2-p1, beta_7]",-0.505,0.088,-0.658,-0.332
"beta_protocol[tox21-rt-viability-hepg2-p1, beta_8]",-0.208,0.063,-0.318,-0.094
"beta_protocol[tox21-rt-viability-hepg2-p1, beta_9]",0.965,0.169,0.679,1.259
"beta_protocol[tox21-rt-viability-hepg2-p1, beta_10]",0.009,0.067,-0.127,0.138
"beta_protocol[tox21-rt-viability-hepg2-p1, beta_11]",-0.095,0.082,-0.252,0.069
"beta_protocol[tox21-rt-viability-hepg2-p1, beta_12]",0.54,0.176,0.178,0.83
"beta_protocol[tox21-rt-viability-hepg2-p1, beta_13]",-0.194,0.091,-0.364,-0.026
"beta_protocol[tox21-rt-viability-hepg2-p1, beta_14]",0.683,0.116,0.47,0.923
"beta_protocol[tox21-rt-viability-hepg2-p1, beta_15]",0.695,0.1,0.516,0.894
"beta_protocol[tox21-rt-viability-hepg2-p1, beta_16]",0.539,0.076,0.385,0.676
"beta_protocol[tox21-rt-viability-hepg2-p1, beta_17]",0.003,0.143,-0.284,0.265
"beta_protocol[tox21-rt-viability-hepg2-p1, beta_18]",-0.301,0.061,-0.41,-0.18
"beta_protocol[tox21-rt-viability-hepg2-p1, beta_19]",0.467,0.067,0.344,0.588
"beta_protocol[tox21-rt-viability-hepg2-p1, beta_20]",-0.331,0.075,-0.489,-0.21
"beta_protocol[tox21-rt-viability-hepg2-p1, beta_21]",-0.641,0.128,-0.858,-0.35
"beta_protocol[tox21-rt-viability-hepg2-p1, beta_22]",-0.397,0.148,-0.648,-0.148
"beta_protocol[tox21-rt-viability-hepg2-p1, beta_23]",0.246,0.12,0.035,0.482
"beta_protocol[tox21-rt-viability-hepg2-p1, beta_24]",-0.228,0.063,-0.351,-0.111
"beta_protocol[tox21-rt-viability-hepg2-p1, beta_25]",0.363,0.066,0.238,0.494
"beta_protocol[tox21-rt-viability-hepg2-p1, beta_26]",0.438,0.076,0.297,0.586
"beta_protocol[tox21-rt-viability-hepg2-p1, beta_27]",0.487,0.103,0.305,0.69
"beta_protocol[tox21-rt-viability-hepg2-p1, beta_28]",0.194,0.057,0.085,0.298
"beta_protocol[tox21-rt-viability-hepg2-p1, beta_29]",0.365,0.108,0.164,0.576
"beta_protocol[tox21-rt-viability-hepg2-p1, beta_30]",0.292,0.075,0.151,0.429
"beta_protocol[tox21-rt-viability-hepg2-p1, beta_31]",-0.416,0.072,-0.557,-0.28
"beta_protocol[tox21-rt-viability-hepg2-p1, beta_32]",-0.377,0.08,-0.524,-0.22
"beta_protocol[tox21-rt-viability-hepg2-p1, beta_33]",0.446,0.16,0.166,0.769
"beta_protocol[tox21-rt-viability-hepg2-p1, beta_34]",-0.913,0.134,-1.147,-0.681
"beta_protocol[tox21-rt-viability-hepg2-p1, beta_35]",-0.098,0.09,-0.271,0.059
"beta_protocol[tox21-rt-viability-hepg2-p1, beta_36]",-0.375,0.071,-0.509,-0.248
"beta_protocol[tox21-rt-viability-hepg2-p1, beta_37]",-0.78,0.088,-0.945,-0.617
"beta_protocol[tox21-rt-viability-hepg2-p1, beta_38]",0.133,0.071,-0.001,0.26
"beta_protocol[tox21-rt-viability-hepg2-p1, beta_39]",0.208,0.125,-0.014,0.448
"beta_protocol[tox21-er-luc-bg1-4e2-antagonist-p2, beta_0]",1.009,0.514,0.305,1.994
"beta_protocol[tox21-er-luc-bg1-4e2-antagonist-p2, beta_1]",-0.675,0.327,-1.313,-0.244
"beta_protocol[tox21-er-luc-bg1-4e2-antagonist-p2, beta_2]",-0.785,0.498,-1.754,-0.104
"beta_protocol[tox21-er-luc-bg1-4e2-antagonist-p2, beta_3]",-0.682,0.293,-1.218,-0.251
"beta_protocol[tox21-er-luc-bg1-4e2-antagonist-p2, beta_4]",-0.321,0.066,-0.438,-0.212
"beta_protocol[tox21-er-luc-bg1-4e2-antagonist-p2, beta_5]",0.137,0.108,-0.039,0.351
"beta_protocol[tox21-er-luc-bg1-4e2-antagonist-p2, beta_6]",0.414,0.122,0.194,0.628
"beta_protocol[tox21-er-luc-bg1-4e2-antagonist-p2, beta_7]",-0.422,0.088,-0.586,-0.271
"beta_protocol[tox21-er-luc-bg1-4e2-antagonist-p2, beta_8]",-0.17,0.067,-0.312,-0.064
"beta_protocol[tox21-er-luc-bg1-4e2-antagonist-p2, beta_9]",0.8,0.134,0.553,1.046
"beta_protocol[tox21-er-luc-bg1-4e2-antagonist-p2, beta_10]",0.005,0.069,-0.132,0.143
"beta_protocol[tox21-er-luc-bg1-4e2-antagonist-p2, beta_11]",-0.114,0.087,-0.285,0.042
"beta_protocol[tox21-er-luc-bg1-4e2-antagonist-p2, beta_12]",0.586,0.19,0.244,0.938
"beta_protocol[tox21-er-luc-bg1-4e2-antagonist-p2, beta_13]",-0.206,0.08,-0.348,-0.041
"beta_protocol[tox21-er-luc-bg1-4e2-antagonist-p2, beta_14]",0.632,0.112,0.43,0.845
"beta_protocol[tox21-er-luc-bg1-4e2-antagonist-p2, beta_15]",0.657,0.091,0.498,0.843
"beta_protocol[tox21-er-luc-bg1-4e2-antagonist-p2, beta_16]",0.462,0.077,0.313,0.598
"beta_protocol[tox21-er-luc-bg1-4e2-antagonist-p2, beta_17]",-0.259,0.144,-0.56,0.004
"beta_protocol[tox21-er-luc-bg1-4e2-antagonist-p2, beta_18]",-0.287,0.067,-0.413,-0.171
"beta_protocol[tox21-er-luc-bg1-4e2-antagonist-p2, beta_19]",0.581,0.078,0.441,0.731
"beta_protocol[tox21-er-luc-bg1-4e2-antagonist-p2, beta_20]",-0.406,0.096,-0.6,-0.266
"beta_protocol[tox21-er-luc-bg1-4e2-antagonist-p2, beta_21]",-0.737,0.087,-0.885,-0.568
"beta_protocol[tox21-er-luc-bg1-4e2-antagonist-p2, beta_22]",-0.289,0.129,-0.509,-0.063
"beta_protocol[tox21-er-luc-bg1-4e2-antagonist-p2, beta_23]",0.163,0.132,-0.084,0.405
"beta_protocol[tox21-er-luc-bg1-4e2-antagonist-p2, beta_24]",-0.236,0.069,-0.365,-0.1
"beta_protocol[tox21-er-luc-bg1-4e2-antagonist-p2, beta_25]",0.328,0.076,0.178,0.462
"beta_protocol[tox21-er-luc-bg1-4e2-antagonist-p2, beta_26]",0.427,0.071,0.307,0.565
"beta_protocol[tox21-er-luc-bg1-4e2-antagonist-p2, beta_27]",0.498,0.106,0.291,0.692
"beta_protocol[tox21-er-luc-bg1-4e2-antagonist-p2, beta_28]",0.168,0.065,0.025,0.288
"beta_protocol[tox21-er-luc-bg1-4e2-antagonist-p2, beta_29]",0.35,0.11,0.132,0.553
"beta_protocol[tox21-er-luc-bg1-4e2-antagonist-p2, beta_30]",0.293,0.067,0.175,0.417
"beta_protocol[tox21-er-luc-bg1-4e2-antagonist-p2, beta_31]",-0.48,0.081,-0.629,-0.305
"beta_protocol[tox21-er-luc-bg1-4e2-antagonist-p2, beta_32]",-0.359,0.079,-0.519,-0.211
"beta_protocol[tox21-er-luc-bg1-4e2-antagonist-p2, beta_33]",0.968,0.159,0.681,1.264
"beta_protocol[tox21-er-luc-bg1-4e2-antagonist-p2, beta_34]",-0.917,0.132,-1.149,-0.685
"beta_protocol[tox21-er-luc-bg1-4e2-antagonist-p2, beta_35]",-0.144,0.085,-0.302,0.02
"beta_protocol[tox21-er-luc-bg1-4e2-antagonist-p2, beta_36]",-0.452,0.082,-0.603,-0.298
"beta_protocol[tox21-er-luc-bg1-4e2-antagonist-p2, beta_37]",-0.859,0.093,-1.055,-0.697
"beta_protocol[tox21-er-luc-bg1-4e2-antagonist-p2, beta_38]",0.154,0.062,0.032,0.266
"beta_protocol[tox21-er-luc-bg1-4e2-antagonist-p2, beta_39]",0.857,0.137,0.581,1.101
"beta_protocol[tox21-esre-bla-p1, beta_0]",0.981,0.526,0.275,1.999
"beta_protocol[tox21-esre-bla-p1, beta_1]",-0.661,0.321,-1.276,-0.232
"beta_protocol[tox21-esre-bla-p1, beta_2]",-0.819,0.497,-1.823,-0.152
"beta_protocol[tox21-esre-bla-p1, beta_3]",-0.703,0.29,-1.249,-0.297
"beta_protocol[tox21-esre-bla-p1, beta_4]",-0.331,0.067,-0.461,-0.222
"beta_protocol[tox21-esre-bla-p1, beta_5]",0.103,0.108,-0.083,0.303
"beta_protocol[tox21-esre-bla-p1, beta_6]",0.367,0.112,0.157,0.574
"beta_protocol[tox21-esre-bla-p1, beta_7]",-0.353,0.084,-0.495,-0.194
"beta_protocol[tox21-esre-bla-p1, beta_8]",-0.11,0.063,-0.22,0.018
"beta_protocol[tox21-esre-bla-p1, beta_9]",0.724,0.15,0.42,1.001
"beta_protocol[tox21-esre-bla-p1, beta_10]",-0.015,0.074,-0.164,0.111
"beta_protocol[tox21-esre-bla-p1, beta_11]",-0.081,0.084,-0.248,0.081
"beta_protocol[tox21-esre-bla-p1, beta_12]",0.728,0.183,0.426,1.133
"beta_protocol[tox21-esre-bla-p1, beta_13]",-0.224,0.083,-0.375,-0.073
"beta_protocol[tox21-esre-bla-p1, beta_14]",0.694,0.107,0.5,0.889
"beta_protocol[tox21-esre-bla-p1, beta_15]",0.653,0.088,0.483,0.818
"beta_protocol[tox21-esre-bla-p1, beta_16]",0.54,0.072,0.4,0.671
"beta_protocol[tox21-esre-bla-p1, beta_17]",0.026,0.125,-0.202,0.258
"beta_protocol[tox21-esre-bla-p1, beta_18]",-0.315,0.057,-0.421,-0.204
"beta_protocol[tox21-esre-bla-p1, beta_19]",0.469,0.074,0.339,0.609
"beta_protocol[tox21-esre-bla-p1, beta_20]",-0.359,0.079,-0.519,-0.238
"beta_protocol[tox21-esre-bla-p1, beta_21]",-0.675,0.099,-0.867,-0.489
"beta_protocol[tox21-esre-bla-p1, beta_22]",-0.395,0.14,-0.638,-0.159
"beta_protocol[tox21-esre-bla-p1, beta_23]",0.267,0.132,0.031,0.508
"beta_protocol[tox21-esre-bla-p1, beta_24]",-0.229,0.06,-0.34,-0.109
"beta_protocol[tox21-esre-bla-p1, beta_25]",0.443,0.076,0.292,0.586
"beta_protocol[tox21-esre-bla-p1, beta_26]",0.4,0.072,0.271,0.53
"beta_protocol[tox21-esre-bla-p1, beta_27]",0.438,0.1,0.246,0.628
"beta_protocol[tox21-esre-bla-p1, beta_28]",0.183,0.054,0.073,0.288
"beta_protocol[tox21-esre-bla-p1, beta_29]",0.371,0.111,0.149,0.568
"beta_protocol[tox21-esre-bla-p1, beta_30]",0.239,0.068,0.124,0.374
"beta_protocol[tox21-esre-bla-p1, beta_31]",-0.373,0.077,-0.515,-0.226
"beta_protocol[tox21-esre-bla-p1, beta_32]",-0.434,0.083,-0.586,-0.279
"beta_protocol[tox21-esre-bla-p1, beta_33]",0.458,0.158,0.152,0.742
"beta_protocol[tox21-esre-bla-p1, beta_34]",-0.936,0.14,-1.203,-0.693
"beta_protocol[tox21-esre-bla-p1, beta_35]",-0.093,0.083,-0.251,0.061
"beta_protocol[tox21-esre-bla-p1, beta_36]",-0.282,0.072,-0.425,-0.155
"beta_protocol[tox21-esre-bla-p1, beta_37]",-0.87,0.088,-1.05,-0.715
"beta_protocol[tox21-esre-bla-p1, beta_38]",0.144,0.064,0.028,0.274
"beta_protocol[tox21-esre-bla-p1, beta_39]",0.429,0.123,0.215,0.658
"beta_protocol[tox21-err-p1, beta_0]",1.005,0.516,0.273,1.98
"beta_protocol[tox21-err-p1, beta_1]",-0.657,0.316,-1.265,-0.246
"beta_protocol[tox21-err-p1, beta_2]",-0.841,0.5,-1.849,-0.166
"beta_protocol[tox21-err-p1, beta_3]",-0.673,0.282,-1.221,-0.282
"beta_protocol[tox21-err-p1, beta_4]",-0.317,0.06,-0.417,-0.208
"beta_protocol[tox21-err-p1, beta_5]",0.148,0.082,-0.005,0.286
"beta_protocol[tox21-err-p1, beta_6]",0.166,0.128,-0.062,0.426
"beta_protocol[tox21-err-p1, beta_7]",-0.434,0.079,-0.57,-0.279
"beta_protocol[tox21-err-p1, beta_8]",-0.124,0.061,-0.238,-0.015
"beta_protocol[tox21-err-p1, beta_9]",0.819,0.136,0.571,1.065
"beta_protocol[tox21-err-p1, beta_10]",0.021,0.064,-0.103,0.139
"beta_protocol[tox21-err-p1, beta_11]",-0.12,0.084,-0.294,0.024
"beta_protocol[tox21-err-p1, beta_12]",0.649,0.2,0.27,0.984
"beta_protocol[tox21-err-p1, beta_13]",-0.254,0.093,-0.419,-0.058
"beta_protocol[tox21-err-p1, beta_14]",0.547,0.105,0.333,0.724
"beta_protocol[tox21-err-p1, beta_15]",0.639,0.082,0.491,0.802
"beta_protocol[tox21-err-p1, beta_16]",0.46,0.073,0.328,0.602
"beta_protocol[tox21-err-p1, beta_17]",-0.36,0.143,-0.629,-0.101
"beta_protocol[tox21-err-p1, beta_18]",-0.314,0.057,-0.427,-0.21
"beta_protocol[tox21-err-p1, beta_19]",0.592,0.073,0.459,0.736
"beta_protocol[tox21-err-p1, beta_20]",-0.388,0.082,-0.547,-0.256
"beta_protocol[tox21-err-p1, beta_21]",-0.691,0.113,-0.899,-0.439
"beta_protocol[tox21-err-p1, beta_22]",-0.339,0.129,-0.58,-0.137
"beta_protocol[tox21-err-p1, beta_23]",0.007,0.119,-0.203,0.232
"beta_protocol[tox21-err-p1, beta_24]",-0.256,0.067,-0.401,-0.148
"beta_protocol[tox21-err-p1, beta_25]",0.404,0.075,0.281,0.567
"beta_protocol[tox21-err-p1, beta_26]",0.428,0.069,0.312,0.561
"beta_protocol[tox21-err-p1, beta_27]",0.418,0.1,0.224,0.617
"beta_protocol[tox21-err-p1, beta_28]",0.187,0.057,0.069,0.281
"beta_protocol[tox21-err-p1, beta_29]",0.495,0.111,0.286,0.7
"beta_protocol[tox21-err-p1, beta_30]",0.247,0.064,0.126,0.357
"beta_protocol[tox21-err-p1, beta_31]",-0.539,0.08,-0.684,-0.393
"beta_protocol[tox21-err-p1, beta_32]",-0.382,0.079,-0.528,-0.234
"beta_protocol[tox21-err-p1, beta_33]",1.094,0.151,0.808,1.354
"beta_protocol[tox21-err-p1, beta_34]",-0.93,0.135,-1.167,-0.689
"beta_protocol[tox21-err-p1, beta_35]",-0.106,0.084,-0.251,0.075
"beta_protocol[tox21-err-p1, beta_36]",-0.44,0.067,-0.572,-0.312
"beta_protocol[tox21-err-p1, beta_37]",-0.86,0.083,-1.022,-0.705
"beta_protocol[tox21-err-p1, beta_38]",0.206,0.07,0.089,0.344
"beta_protocol[tox21-err-p1, beta_39]",0.781,0.123,0.54,1.0
"beta_protocol[tox21-hse-bla-p1, beta_0]",1.001,0.509,0.323,2.01
"beta_protocol[tox21-hse-bla-p1, beta_1]",-0.658,0.317,-1.247,-0.212
"beta_protocol[tox21-hse-bla-p1, beta_2]",-0.852,0.501,-1.81,-0.166
"beta_protocol[tox21-hse-bla-p1, beta_3]",-0.682,0.291,-1.234,-0.263
"beta_protocol[tox21-hse-bla-p1, beta_4]",-0.324,0.066,-0.43,-0.211
"beta_protocol[tox21-hse-bla-p1, beta_5]",0.163,0.09,0.005,0.329
